불 파란색으로 켜주라,"led = bundle.leds[0]
while 1:
	led.set_blue(255)on()
	time.sleep(0.1)"
불 파란색으로 켜줘봐,"led = bundle.leds[0]
while 1:
	led.set_blue(255)on()
	time.sleep(0.1)"
불 파란색으로 켜,"led = bundle.leds[0]
while 1:
	led.set_blue(255)on()
	time.sleep(0.1)"
led 불 파란색으로 켜줘,"led = bundle.leds[0]
while 1:
	led.set_blue(255)on()
	time.sleep(0.1)"
led 불 파란색으로 해줘,"led = bundle.leds[0]
while 1:
	led.set_blue(255)
	time.sleep(0.1)"
led 불 파랗게 해줘,"led = bundle.leds[0]
while 1:
	led.set_blue(255)
	time.sleep(0.1)"
파란 led 불 켜줘,"led = bundle.leds[0]
while 1:
	led.set_blue(255)on()
	time.sleep(0.1)"
led 파란색으로 켜줘,"led = bundle.leds[0]
while 1:
	led.set_blue(255)on()
	time.sleep(0.1)"
led 파란색으로 해줘,"led = bundle.leds[0]
while 1:
	led.set_blue(255)
	time.sleep(0.1)"
led 파랗게 해줘,"led = bundle.leds[0]
while 1:
	led.set_blue(255)
	time.sleep(0.1)"
파란 led 켜줘,"led = bundle.leds[0]
while 1:
	led.set_blue(255)on()
	time.sleep(0.1)"
led 파란색으로 켜주라,"led = bundle.leds[0]
while 1:
	led.set_blue(255)on()
	time.sleep(0.1)"
led 파란색으로 켜줘봐,"led = bundle.leds[0]
while 1:
	led.set_blue(255)on()
	time.sleep(0.1)"
led 파란색으로 켜,"led = bundle.leds[0]
while 1:
	led.set_blue(255)on()
	time.sleep(0.1)"
불 초록색으로 켜줘,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
불 초록색으로 해줘,"led = bundle.leds[0]
while 1:
	led.set_green(255)
	time.sleep(0.1)"
초록 불 켜줘,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
불 초록색으로 켜줄래,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
불 초록색으로 켜주라,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
불 초록색으로 켜줘봐,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
불 초록색으로 켜,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
led 불 초록색으로 켜줘,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
led 불 초록색으로 해줘,"led = bundle.leds[0]
while 1:
	led.set_green(255)
	time.sleep(0.1)"
초록 led 불 켜줘,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
led 초록색으로 켜줘,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
led 초록색으로 해줘,"led = bundle.leds[0]
while 1:
	led.set_green(255)
	time.sleep(0.1)"
초록 led 켜줘,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
led 초록색으로 켜주라,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
led 초록색으로 켜줘봐,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
led 초록색으로 켜,"led = bundle.leds[0]
while 1:
	led.set_green(255)on()
	time.sleep(0.1)"
"불 rgb값 30, 30, 30으로 해줘","led = bundle.leds[0]
while 1:
	led.set_rgb(30, 30, 30)
	time.sleep(0.1)"
"불 RGB값 40, 30, 20으로 해줘","led = bundle.leds[0]
while 1:
	led.set_40, 30, 20)
	time.sleep(0.1)"
"led rgb값 20, 70, 30으로 해줘","led = bundle.leds[0]
while 1:
	led.set_rgb(20, 70, 30)
	time.sleep(0.1)"
"led 불 RGB값 100, 40, 80으로 해줘","led = bundle.leds[0]
while 1:
	led.set_100, 40, 80)
	time.sleep(0.1)"
디스플레이에 hi라고 띄워,"display = bundle.displays[0]
while 1:
	display.set_
	time.sleep(0.1)"
디스플레이에 3 띄워,"display = bundle.displays[0]
while 1:
	display.set_3)
	time.sleep(0.1)"
디스플레이에 50 보여줘,"display = bundle.displays[0]
while 1:
	display.set_50)
	time.sleep(0.1)"
디스플레이에 modi 띄워,"display = bundle.displays[0]
while 1:
	display.set_text(
	time.sleep(0.1)"
display에 hi라고 띄워,"display = bundle.displays[0]
while 1:
	display.set_
	time.sleep(0.1)"
display에 3 띄워,"display = bundle.displays[0]
while 1:
	display.set_3)
	time.sleep(0.1)"
display에 50 보여줘,"display = bundle.displays[0]
while 1:
	display.set_50)
	time.sleep(0.1)"
display에 modi 띄워,"display = bundle.displays[0]
while 1:
	display.set_text(
	time.sleep(0.1)"
디스플레이 비워,"display = bundle.displays[0]
while 1:
	display.set_clear()
	time.sleep(0.1)"
디스플레이 비워줘,"display = bundle.displays[0]
while 1:
	display.set_clear()
	time.sleep(0.1)"
빈 디스플레이 띄워줘,"led = bundle.leds[0]
while 1:
	led.set_
	time.sleep(0.1)"
display 비워,"display = bundle.displays[0]
while 1:
	display.set_clear()
	time.sleep(0.1)"
display 비워줘,"display = bundle.displays[0]
while 1:
	display.set_clear()
	time.sleep(0.1)"
빈 display 띄워줘,"led = bundle.leds[0]
while 1:
	led.set_
	time.sleep(0.1)"
"모터 속도 30, 50으로 해줘","motor = bundle.motors[0]
while 1:
	motor.set_speed(30, 50)
	time.sleep(0.1)"
"모터 속도 80, 80으로 해주라","motor = bundle.motors[0]
while 1:
	motor.set_speed(80, 80)
	time.sleep(0.1)"
"모터 속도 20, 40으로 돌려줘","motor = bundle.motors[0]
while 1:
	motor.set_speed(20, 40)
	time.sleep(0.1)"
"모터 속도 100, 100으로 설정해","motor = bundle.motors[0]
while 1:
	motor.set_speed(100, 100)
	time.sleep(0.1)"
"motor 속도 30, 50으로 해줘","motor = bundle.motors[0]
while 1:
	motor.set_speed(30, 50)
	time.sleep(0.1)"
"motor 속도 80, 80으로 해주라","motor = bundle.motors[0]
while 1:
	motor.set_speed(80, 80)
	time.sleep(0.1)"
"motor 속도 20, 40으로 돌려줘","motor = bundle.motors[0]
while 1:
	motor.set_speed(20, 40)
	time.sleep(0.1)"
"motor 속도 100, 100으로 설정해","motor = bundle.motors[0]
while 1:
	motor.set_speed(100, 100)
	time.sleep(0.1)"
"모터 토크 30, 50으로 해줘","motor = bundle.motors[0]
while 1:
	motor.set_torque(30, 50)
	time.sleep(0.1)"
"모터 토크 80, 80으로 해주라","motor = bundle.motors[0]
while 1:
	motor.set_torque(80, 80)
	time.sleep(0.1)"
"모터 토크 20, 40으로 돌려줘","motor = bundle.motors[0]
while 1:
	motor.set_torque(20, 40)
	time.sleep(0.1)"
"모터 토크 100, 100으로 설정해","motor = bundle.motors[0]
while 1:
	motor.set_torque(100, 100)
	time.sleep(0.1)"
"motor 토크 30, 50으로 해줘","motor = bundle.motors[0]
while 1:
	motor.set_torque(30, 50)
	time.sleep(0.1)"
"motor 토크 80, 80으로 해주라","motor = bundle.motors[0]
while 1:
	motor.set_torque(80, 80)
	time.sleep(0.1)"
"motor 토크 20, 40으로 돌려줘","motor = bundle.motors[0]
while 1:
	motor.set_torque(20, 40)
	time.sleep(0.1)"
"motor 토크 100, 100으로 설정해","motor = bundle.motors[0]
while 1:
	motor.set_torque(100, 100)
	time.sleep(0.1)"
"모터 각도 30, 50으로 해줘","motor = bundle.motors[0]
while 1:
	motor.set_degree(30, 50)
	time.sleep(0.1)"
"모터 각도 80, 80으로 해주라","motor = bundle.motors[0]
while 1:
	motor.set_degree(80, 80)
	time.sleep(0.1)"
"모터 각도 20, 40으로 돌려줘","motor = bundle.motors[0]
while 1:
	motor.set_degree(20, 40)
	time.sleep(0.1)"
"모터 각도 100, 100으로 설정해","motor = bundle.motors[0]
while 1:
	motor.set_degree(100, 100)
	time.sleep(0.1)"
"motor 각도 30, 50으로 해줘","motor = bundle.motors[0]
while 1:
	motor.set_degree(30, 50)
	time.sleep(0.1)"
"motor 각도 80, 80으로 해주라","motor = bundle.motors[0]
while 1:
	motor.set_degree(80, 80)
	time.sleep(0.1)"
"motor 각도 20, 40으로 돌려줘","motor = bundle.motors[0]
while 1:
	motor.set_degree(20, 40)
	time.sleep(0.1)"
"motor 각도 100, 100으로 설정해","motor = bundle.motors[0]
while 1:
	motor.set_degree(100, 100)
	time.sleep(0.1)"
모터 첫번째 각도 30으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(30)
	time.sleep(0.1)"
모터 첫번째 각도 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(80)
	time.sleep(0.1)"
모터 첫번째 각도 20으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(20)
	time.sleep(0.1)"
모터 첫번째 각도 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(100)
	time.sleep(0.1)"
motor 첫번째 각도 50으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(50)
	time.sleep(0.1)"
motor 첫번째 각도 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(80)
	time.sleep(0.1)"
motor 첫번째 각도 40으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(40)
	time.sleep(0.1)"
motor 첫번째 각도 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(100)
	time.sleep(0.1)"
모터 두번째 각도 30으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(30)
	time.sleep(0.1)"
모터 두번째 각도 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(80)
	time.sleep(0.1)"
모터 두번째 각도 20으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(20)
	time.sleep(0.1)"
모터 두번째 각도 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(100)
	time.sleep(0.1)"
motor 두번째 각도 50으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(50)
	time.sleep(0.1)"
motor 두번째 각도 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(80)
	time.sleep(0.1)"
motor 두번째 각도 40으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(40)
	time.sleep(0.1)"
motor 두번째 각도 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(100)
	time.sleep(0.1)"
모터 첫번째 토크 30으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_torque(30)
	time.sleep(0.1)"
모터 첫번째 토크 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_first_torque(80)
	time.sleep(0.1)"
모터 첫번째 토크 20으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_torque(20)
	time.sleep(0.1)"
모터 첫번째 토크 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_first_torque(100)
	time.sleep(0.1)"
motor 첫번째 토크 50으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_torque(50)
	time.sleep(0.1)"
motor 첫번째 토크 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_first_torque(80)
	time.sleep(0.1)"
motor 첫번째 토크 40으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_torque(40)
	time.sleep(0.1)"
motor 첫번째 토크 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_first_torque(100)
	time.sleep(0.1)"
모터 두번째 토크 30으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_torque(30)
	time.sleep(0.1)"
모터 두번째 토크 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_second_torque(80)
	time.sleep(0.1)"
모터 두번째 토크 20으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_torque(20)
	time.sleep(0.1)"
모터 두번째 토크 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_second_torque(100)
	time.sleep(0.1)"
motor 두번째 토크 50으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_torque(50)
	time.sleep(0.1)"
motor 두번째 토크 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_second_torque(80)
	time.sleep(0.1)"
motor 두번째 토크 40으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_torque(40)
	time.sleep(0.1)"
motor 두번째 토크 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_second_torque(100)
	time.sleep(0.1)"
모터 첫번째 각도 30으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(30)
	time.sleep(0.1)"
모터 첫번째 각도 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(80)
	time.sleep(0.1)"
모터 첫번째 각도 20으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(20)
	time.sleep(0.1)"
모터 첫번째 각도 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(100)
	time.sleep(0.1)"
motor 첫번째 각도 50으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(50)
	time.sleep(0.1)"
motor 첫번째 각도 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(80)
	time.sleep(0.1)"
motor 첫번째 각도 40으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(40)
	time.sleep(0.1)"
motor 첫번째 각도 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_first_degree(100)
	time.sleep(0.1)"
모터 두번째 각도 30으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(30)
	time.sleep(0.1)"
모터 두번째 각도 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(80)
	time.sleep(0.1)"
모터 두번째 각도 20으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(20)
	time.sleep(0.1)"
모터 두번째 각도 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(100)
	time.sleep(0.1)"
motor 두번째 각도 50으로 해줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(50)
	time.sleep(0.1)"
motor 두번째 각도 80으로 해주라,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(80)
	time.sleep(0.1)"
motor 두번째 각도 40으로 돌려줘,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(40)
	time.sleep(0.1)"
motor 두번째 각도 100으로 설정해,"motor = bundle.motors[0]
while 1:
	motor.set_second_degree(100)
	time.sleep(0.1)"
스피커 음정 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(50)
	time.sleep(0.1)"
스피커 음정 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(30)
	time.sleep(0.1)"
스피커 음정 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(100)
	time.sleep(0.1)"
speaker 음정 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(50)
	time.sleep(0.1)"
speaker 음정 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(30)
	time.sleep(0.1)"
speaker 음정 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(100)
	time.sleep(0.1)"
스피커 튠 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(50)
	time.sleep(0.1)"
스피커 튠 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(30)
	time.sleep(0.1)"
스피커 튠 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(100)
	time.sleep(0.1)"
speaker 튠 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(50)
	time.sleep(0.1)"
speaker 튠 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(30)
	time.sleep(0.1)"
speaker 튠 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_tune(100)
	time.sleep(0.1)"
스피커 진동수 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_frequency(50)
	time.sleep(0.1)"
스피커 진동수 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_frequency(30)
	time.sleep(0.1)"
스피커 진동수 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_frequency(100)
	time.sleep(0.1)"
speaker 진동수 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_frequency(50)
	time.sleep(0.1)"
speaker 진동수 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_frequency(30)
	time.sleep(0.1)"
speaker 진동수 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_frequency(100)
	time.sleep(0.1)"
스피커 음량 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(50)
	time.sleep(0.1)"
스피커 음량 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(30)
	time.sleep(0.1)"
스피커 음량 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(100)
	time.sleep(0.1)"
speaker 음량 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(50)
	time.sleep(0.1)"
speaker 음량 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(30)
	time.sleep(0.1)"
speaker 음량 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(100)
	time.sleep(0.1)"
스피커 볼륨 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(50)
	time.sleep(0.1)"
스피커 볼륨 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(30)
	time.sleep(0.1)"
스피커 볼륨 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(100)
	time.sleep(0.1)"
speaker 볼륨 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(50)
	time.sleep(0.1)"
speaker 볼륨 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(30)
	time.sleep(0.1)"
speaker 볼륨 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(100)
	time.sleep(0.1)"
스피커 소리 크기 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(50)
	time.sleep(0.1)"
스피커 소리 크기 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(30)
	time.sleep(0.1)"
스피커 소리 크기 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(100)
	time.sleep(0.1)"
speaker 소리 크기 50으로 해줘,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(50)
	time.sleep(0.1)"
speaker 소리 크기 30으로 해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(30)
	time.sleep(0.1)"
speaker 소리 크기 100으로 설정해,"speaker = bundle.speakers[0]
while 1:
	speaker.set_volume(100)
	time.sleep(0.1)"
"button 누를거나만 자이로스코프 y축 각속도가 50보다 작을 동안 모터 각도 100, 100으로 설정하고 스피커 진동수 100으로 설정해","button = bundle.buttons[0]
gyro = bundle.gyros[0]
motor = bundle.motors[0]
speaker = bundle.speakers[0]
while 1:
	while button.get_pressed() or gyro.get_angular_vel_y() < 50:
		motor.set_degree(100, 100)
		speaker.set_frequency(100)
		time.sleep(0.1)
	else:
		motor.set_speed(0,0)
		speaker.set_volume(0)
		time.sleep(0.1)"
"gyroscope x축 각속도가 30 이하이고 자이로스코프 x축 가속도가 50일 때 파란 led 켜고 motor 각도 20, 40으로 돌려줘","gyro = bundle.gyros[0]
gyro = bundle.gyros[0]
led = bundle.leds[0]
motor = bundle.motors[0]
while 1:
	if gyro.get_angular_vel_x() <= 30 and gyro.get_acceleration_x() == 50:
		led.set_blue(255)on()
		motor.set_degree(20, 40)
		time.sleep(0.1)"
environment 온도가 20보다 크거나 같을 때 초록 불 켜고 불 초록색으로 켜주라,"env = bundle.envs[0]
led = bundle.leds[0]
led = bundle.leds[0]
while 1:
	if env.get_temperature() > 20 or :
		led.set_green(255)on()
		led.set_green(255)on()
		time.sleep(0.1)"
버튼 더블 클릭하고 dial 각도가 30 이하일 동안만 모터 첫번째 각도 80으로 하고 스피커 볼륨 100으로 설정해,"button = bundle.buttons[0]
dial = bundle.dials[0]
motor = bundle.motors[0]
speaker = bundle.speakers[0]
while 1:
	while button.get_double_clicked() and dial.get_degree() <= 30:
		motor.set_first_degree(80)
		speaker.set_volume(100)
		time.sleep(0.1)
	else:
		motor.set_speed(0,0)
		speaker.set_volume(0)
		time.sleep(0.1)"
button 더블 클릭하고 있고 button 두번 클릭할 동안만 파란 불 켜고 디스플레이에 modi 띄워,"button = bundle.buttons[0]
led = bundle.leds[0]
display = bundle.displays[0]
while 1:
	while button.get_double_clicked() and :
		led.set_blue(255)on()
		display.set_text(
		time.sleep(0.1)
	else:
		led.set_off()
		display.set_clear()
		time.sleep(0.1)"
"다이얼 각도가 30 이하일 동안만 motor 속도 80, 80으로 하고 motor 두번째 토크 80으로 해주라","dial = bundle.dials[0]
motor = bundle.motors[0]
motor = bundle.motors[0]
while 1:
	while dial.get_degree() <= 30:
		motor.set_speed(80, 80)
		motor.set_second_torque(80)
		time.sleep(0.1)
	else:
		motor.set_speed(0,0)
		motor.set_speed(0,0)
		time.sleep(0.1)"
"마이크 음량이 40보다 크거나 environment 파란색인 정도가 20이 아닐 때만 모터 속도 20, 40으로 돌려줘","mic = bundle.mics[0]
env = bundle.envs[0]
motor = bundle.motors[0]
while 1:
	if mic.get_volume() > 40 or env.get_blue() != 20:
		motor.set_speed(20, 40)
		time.sleep(0.1)
	else:
		motor.set_speed(0,0)
		time.sleep(0.1)"
"적외선 거리가 20보다 크거나 같을 때 모터 각도 30, 50으로 하고 스피커 소리 크기 30으로 해","ir = bundle.irs[0]
motor = bundle.motors[0]
speaker = bundle.speakers[0]
while 1:
	if ir.get_distance() > 20 or :
		motor.set_degree(30, 50)
		speaker.set_volume(30)
		time.sleep(0.1)"
자이로스코프 x축 가속도가 30 이하이거나 자이로스코프 y축 각속도가 20이 아닐 때만 display에 hi라고 띄워고 모터 두번째 각도 80으로 해주라,"gyro = bundle.gyros[0]
gyro = bundle.gyros[0]
display = bundle.displays[0]
while 1:
	if gyro.get_acceleration_x() <= 30 or gyro.get_angular_vel_y() != 20:
		display.set_
		time.sleep(0.1)
	else:
		display.set_clear()
		time.sleep(0.1)"
button 두번 클릭했을 때 스피커 음량 30으로 하고 모터 첫번째 각도 30으로 해줘,"button = bundle.buttons[0]
speaker = bundle.speakers[0]
motor = bundle.motors[0]
while 1:
	if button.get_double_clicked():
		speaker.set_volume(30)
		motor.set_first_degree(30)
		time.sleep(0.1)"
"microphone 진동수가 20보다 크거나 같을 때 스피커 음정 30으로 하고 모터 토크 30, 50으로 해줘","mic = bundle.mics[0]
speaker = bundle.speakers[0]
motor = bundle.motors[0]
while 1:
	if mic.get_frequency() > 20 or :
		speaker.set_tune(30)
		motor.set_torque(30, 50)
		time.sleep(0.1)"
자이로스코프 x축 가속도가 20이 아니거나 버튼 클릭하고 있을 때만 스피커 진동수 100으로 설정하고 motor 첫번째 각도 100으로 설정해,"gyro = bundle.gyros[0]
button = bundle.buttons[0]
speaker = bundle.speakers[0]
motor = bundle.motors[0]
while 1:
	while gyro.get_acceleration_x() != 20 or button.get_clicked():
		speaker.set_frequency(100)
		motor.set_first_degree(100)
		time.sleep(0.1)
	else:
		speaker.set_volume(0)
		motor.set_speed(0,0)
		time.sleep(0.1)"
