motor 첫번째 각도 40으로 돌려주고,
motor 첫번째 각도 100으로 설정하고,
모터 두번째 각도 30으로 하고,
모터 두번째 각도 80으로 하고,
모터 두번째 각도 20으로 돌려주고,
모터 두번째 각도 100으로 설정하고,
motor 두번째 각도 50으로 하고,
motor 두번째 각도 80으로 하고,
motor 두번째 각도 40으로 돌려주고,
motor 두번째 각도 100으로 설정하고,
스피커 음정 50으로 하고,
스피커 음정 30으로 하고,
스피커 음정 100으로 설정하고,
speaker 음정 50으로 하고,
speaker 음정 30으로 하고,
speaker 음정 100으로 설정하고,
스피커 튠 50으로 하고,
스피커 튠 30으로 하고,
스피커 튠 100으로 설정하고,
speaker 튠 50으로 하고,
speaker 튠 30으로 하고,
speaker 튠 100으로 설정하고,
스피커 진동수 50으로 하고,
스피커 진동수 30으로 하고,
스피커 진동수 100으로 설정하고,
speaker 진동수 50으로 하고,
speaker 진동수 30으로 하고,
speaker 진동수 100으로 설정하고,
스피커 음량 50으로 하고,
스피커 음량 30으로 하고,
스피커 음량 100으로 설정하고,
speaker 음량 50으로 하고,
speaker 음량 30으로 하고,
speaker 음량 100으로 설정하고,
스피커 볼륨 50으로 하고,
스피커 볼륨 30으로 하고,
스피커 볼륨 100으로 설정하고,
speaker 볼륨 50으로 하고,
speaker 볼륨 30으로 하고,
speaker 볼륨 100으로 설정하고,
스피커 소리 크기 50으로 하고,
스피커 소리 크기 30으로 하고,
스피커 소리 크기 100으로 설정하고,
speaker 소리 크기 50으로 하고,
speaker 소리 크기 30으로 하고,
speaker 소리 크기 100으로 설정하고,
