motor 첫번째 각도 80으로 해주라,
motor 첫번째 각도 40으로 돌려줘,
motor 첫번째 각도 100으로 설정해,
모터 두번째 각도 30으로 해줘,
모터 두번째 각도 80으로 해주라,
모터 두번째 각도 20으로 돌려줘,
모터 두번째 각도 100으로 설정해,
motor 두번째 각도 50으로 해줘,
motor 두번째 각도 80으로 해주라,
motor 두번째 각도 40으로 돌려줘,
motor 두번째 각도 100으로 설정해,
스피커 음정 50으로 해줘,
스피커 음정 30으로 해,
스피커 음정 100으로 설정해,
speaker 음정 50으로 해줘,
speaker 음정 30으로 해,
speaker 음정 100으로 설정해,
스피커 튠 50으로 해줘,
스피커 튠 30으로 해,
스피커 튠 100으로 설정해,
speaker 튠 50으로 해줘,
speaker 튠 30으로 해,
speaker 튠 100으로 설정해,
스피커 진동수 50으로 해줘,
스피커 진동수 30으로 해,
스피커 진동수 100으로 설정해,
speaker 진동수 50으로 해줘,
speaker 진동수 30으로 해,
speaker 진동수 100으로 설정해,
스피커 음량 50으로 해줘,
스피커 음량 30으로 해,
스피커 음량 100으로 설정해,
speaker 음량 50으로 해줘,
speaker 음량 30으로 해,
speaker 음량 100으로 설정해,
스피커 볼륨 50으로 해줘,
스피커 볼륨 30으로 해,
스피커 볼륨 100으로 설정해,
speaker 볼륨 50으로 해줘,
speaker 볼륨 30으로 해,
speaker 볼륨 100으로 설정해,
스피커 소리 크기 50으로 해줘,
스피커 소리 크기 30으로 해,
스피커 소리 크기 100으로 설정해,
speaker 소리 크기 50으로 해줘,
speaker 소리 크기 30으로 해,
speaker 소리 크기 100으로 설정해,
